Clean Max Aria Private Limited,(1.14),(7.85),(0.05),(0.08),(0.10),(0.22),0.02,( 0.09),-,-
Clean Max Astral Private Limited,(0.39),(2.66),(0.08),(0.12),(0.13),(0.28),0.02,( 0.09),-,-
Clean Max Atlas Private Limited,0.07,0.47,(0.07),(0.10),(0.04),(0.08),0.01,( 0.04),-,-
Clean Max Boreal Private Limited,(1.21),(8.29),(0.04),(0.06),(0.12),(0.27),0.02,( 0.09),-,-
Clean Max Celestial Private Limited,58.45,401.58,(0.05),(0.08),-,-,0.01,( 0.04),-,-
Clean Max Delirio Private Limited,(0.11),(0.76),(0.09),(0.13),(0.11),(0.23),0.02,( 0.08),-,-
Clean Max Fragma Private Limited,-,0.02,(0.02),(0.03),(0.06),(0.14),0.02,( 0.09),-,-
Clean Max Magnus Private Limited,(0.03),(0.20),(0.03),(0.05),(0.12),(0.27),0.02,( 0.09),-,-
Clean Max Nabia Private Limited,-,(0.03),(0.44),(0.66),(0.63),(1.37),0.02,( 0.08),-,-
Clean Max Opia Private Limited,(0.01),(0.04),(0.03),(0.04),(0.05),(0.10),0.02,( 0.07),-,-
Clean Max Origo Private Limited,0.04,0.26,(0.05),(0.08),(0.14),(0.31),0.02,( 0.08),-,-
Clean Max Sapphire Private Limited,(0.54),(3.72),(0.03),(0.04),(3.29),(7.20),0.02,( 0.09),-,-
Clean Max Bial Renewable Energy Private Limited,(4.01),( 27.58),(1.22),(1.83),(5.52),( 12.08),2.15,( 8.13),-,-
Clean Max Calypso Private Limited,(0.34),(2.34),(0.86),(1.30),(1.75),(3.84),0.17,( 0.65),-,-
Clean Max Ananta Private Limited,(0.22),(1.52),2.01,3.03,(1.35),(2.95),0.04,( 0.17),-,-
Clean Max Aurora Private Limited,0.19,1.28,(0.01),(0.02),(0.06),(0.14),0.03,( 0.10),-,-
Clean Max Andromeda Private Limited,(0.04),(0.29),(0.02),(0.03),(0.09),(0.20),0.03,( 0.11),-,-
Clean Max Beta Private Limited,(0.10),(0.69),(0.26),(0.39),(0.52),(1.13),0.03,( 0.13),-,-
Clean Max Maya Private Limited,0.53,3.65,(0.38),(0.57),(0.31),(0.68),0.17,( 0.64),-,-
Clean Max Aero Private Limited,(0.13),(0.92),(0.01),(0.02),(0.10),(0.21),0.04,( 0.17),-,-
Clean Max Gaia Private Limited,(0.07),(0.50),(1.22),(1.84),(1.40),(3.06),0.22,( 0.82),-,-
Clean Max Infinia Private Limited,0.01,0.07,(0.11),(0.16),(0.11),(0.24),0.13,( 0.48),-,-
Clean Max Nova Private Limited,(0.34),(2.33),(0.04),(0.06),(0.09),(0.20),0.04,( 0.16),-,-
Clean Max Omni Private Limited,(0.04),(0.26),(0.02),(0.03),(0.10),(0.22),0.10,( 0.39),-,-
Clean Max Sirius Private Limited,0.34,2.37,(0.98),(1.47),(0.65),(1.42),0.08,( 0.31),-,-
Downing Gridco Private Limited,(0.15),(1.00),0.23,0.35,(0.24),(0.53),1.38,( 5.21),-,-
Clean Max Genesis Private Limited,(2.76),( 18.98),(2.96),(4.46),(7.05),( 15.45),0.57,( 2.17),-,-
Clean Max Cogen Solutions Private Limited,1.45,9.93,4.32,6.50,11.16,24.44,(3.92),14.84,( 3.41),20.44
Clean Max Energy Ventures Private Limited,0.18,1.24,0.98,1.47,(0.96),(2.11),1.23,( 4.66),0 .13,(0.78)
Clean Max Power Projects Private Limited,2.62,18.02,9.31,14.01,24.93,54.60,(15.54),58.8,( 7.21),43.19
KAS On Site Power Solutions LLP,5.81,39.91,28.55,42.98,81.43,178.33,(28.65),108.4,( 10.27),61.54
Clean Max IPP 1 Private Limited,6.61,45.41,28.29,42.58,37.64,82.43,(13.84),52.38,( 8.30),49.70
Clean Max IPP 2 Private Limited,6.74,46.32,25.08,37.75,42.90,93.95,(25.91),98.05,( 14.18),84.93
Clean Max Mercury Power Private Limited,7.09,48.72,17.39,26.17,43.88,96.09,(23.68),89.6,( 10.81),64.77
Clean Max Photovoltaic Private Limited,4.09,28.12,23.28,35.04,41.75,91.44,(20.00),75.7,( 8.66),51.86
CMES Jupiter Private Limited,(15.14),( 104.04),15.13,22.77,114.37,250.48,(7.00),26.47,3 .19,(19.09)
CMES Power 1 Private Limited,1.07,7.38,(0.88),(1.33),(5.52),( 12.09),(0.21),0.81,( 4.34),26.00
CMES Power 2 Private Limited,(3.13),( 21.51),9.00,13.54,3.65,7.99,10.41,( 39.41),8 .52,(51.01)
KPJ Renewable Power Projects LLP,(0.87),(5.99),0.66,0.99,0.86,1.88,1.92,( 7.25),1 .23,(7.37)
CMES Infinity Private Limited,0.74,5.07,3.61,5.43,3.81,8.35,(1.29),4 .87,0 .78,(4.69)
CMES Animo LLP#,-,-,-,-,-,-,-,-,( 0.02),0.13
CMES Rhea LLP#,-,-,-,-,-,-,-,-,( 0.02),0.14
CMES Saturn Private Limited,(0.12),(0.83),(0.05),(0.08),0.87,1.90,0.74,( 2.80),0 .55,(3.31)
Name of the Entity,"For the six months period ended 30th
September, 2025",,"For the six months period ended 30th
September, 2024",,"For the year ended
31st March, 2025",,"For the year ended
31st March, 2024",,"For the year ended
31st March, 2023",
,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),
,"As % of consolidated
total comprehensive
(income)/loss",Amount,"As % of consolidated
total comprehensive
(income)/loss",Amount,"As % of consolidated total
comprehensive
(income)/loss",Amount,"As % of consolidated total
comprehensive
(income)/loss",Amount,"As % of consolidated
total comprehensive
(income)/loss",Amount
CMES Universe LLP@,-,-,-,-,-,-,-,-,( 0.02),0.13
CMES Urja LLP@,-,-,-,-,-,-,-,-,( 0.02),0.13
Chitradurga Renewable Energy India Private Limited,(0.35),(2.43),13.19,19.85,3.88,8.49,8.22,( 31.10),1 .97,(11.81)
Clean Max Solaris Private Limited,(0.03),(0.22),0.10,0.15,0.53,1.15,0.91,( 3.46),-,-
Clean Max Uranus Private Limited,0.79,5.43,5.01,7.54,(6.26),( 13.70),(0.21),0 .80,-,-
Clean Max Uno Private Limited,(0.09),(0.63),(0.27),(0.41),(0.52),(1.13),0.04,( 0.17),-,-
Clean Max Deneb Power LLP,1.17,8.01,0.47,0.71,(0.42),(0.91),3.05,( 11.56),( 1.43),8.55
Clean Max Orion Power LLP,0.89,6.14,3.90,5.87,0.21,0.45,(0.43),1.61,0 .08,(0.47)
Clean Max Pluto Solar Power LLP,4.53,31.10,14.99,22.57,17.16,37.57,(8.30),3 1.40,( 1.87),11.22
Clean Max Regulus Power LLP,-,(0.02),(0.01),(0.01),(0.03),(0.06),0.01,( 0.05),0 .01,(0.07)
Clean Max Scorpius Power LLP,2.63,18.09,8.11,12.20,2.43,5.33,(3.29),12.45,( 0.56),3.38
Clean Max Suryamukhi LLP,-,(0.03),(0.03),(0.04),(0.06),(0.13),0.04,( 0.14),0 .04,(0.21)
Clean Max Vega Power LLP,3.76,25.86,13.59,20.46,2.52,5.52,0.40,( 1.52),0 .02,(0.14)
Clean Max Venus Power LLP,-,(0.01),(0.01),(0.02),(0.02),(0.05),0.01,( 0.04),0 .01,(0.06)
Clean Max Auriga Power LLP,0.35,2.42,2.27,3.42,-,-,0.24,( 0.89),0 .24,(1.43)
Clean Max Fusion Power LLP,(0.55),(3.77),(2.33),(3.50),(1.09),(2.39),0.02,( 0.07),0 .01,(0.05)
Clean Max Solstice Power LLP#,-,-,-,-,-,-,-,-,( 0.05),0.28
Clean Max IPP 3 Power LLP,-,(0.01),(0.01),(0.01),(0.13),(0.29),0.01,( 0.05),0 .01,(0.06)
Clean Max Power 3 LLP,17.90,122.96,44.24,66.59,29.26,64.09,(29.95),113.32,( 3.83),22.94
Clean Max Apollo Power LLP,(0.04),(0.26),(0.02),(0.03),(0.05),(0.10),0.03,( 0.13),0 .02,(0.11)
Clean Max Light Power LLP,(0.13),(0.91),(2.41),(3.63),(6.65),( 14.56),3.18,( 12.03),0 .02,(0.11)
Clean Max Agni 2 Power LLP#,-,-,-,-,-,-,-,-,( 0.02),0.11
Clean Max Helios Power LLP@,-,-,-,-,-,-,-,-,( 0.02),0.11
Clean Max Charge LLP,(0.55),(3.75),(11.53),( 17.36),(6.11),( 13.39),2.43,( 9.19),0 .01,(0.05)
Clean Max Actis Energy LLP@,-,-,-,-,-,-,-,-,( 0.03),0.16
Clean Max Vital Energy LLP,0.86,5.89,1.97,2.96,2.76,6.04,(0.90),3.4,0 .39,(2.35)
Clean Max Gamma Private Limited,(5.98),( 41.11),(4.52),(6.81),(5.37),( 11.77),2.83,( 10.70),-,-
Clean Max Proclus Energy LLP,-,(0.01),(0.01),(0.01),(0.03),(0.06),0.01,(0.05),0 .01,(0.05)
Clean Max Augus Power LLP#,-,-,-,-,-,-,-,-,( 0.02),0.11
Clean Max Hyperion Power LLP,1.36,9.34,5.49,8.27,6.09,13.33,(2.36),8.92,( 0.65),3.87
Clean Max Circe Power LLP,-,(0.01),(0.01),(0.01),(0.02),(0.05),0.01,( 0.04),0 .01,(0.06)
Clean Max Hybrid Power LLP,(0.22),(1.51),(1.40),(2.10),(1.50),(3.28),0.08,( 0.30),0 .01,(0.05)
Clean Max Scorpius Private Limited,6.42,44.09,12.02,18.09,5.95,13.04,(10.09),38.17,( 11.76),70.42
Clean Max Aditya Power Private Limited,1.11,7.61,17.43,26.24,8.92,19.54,(5.04),19.08,0 .10,(0.59)
Clean Max Vent Power Private Limited,0.83,5.72,7.33,11.03,(9.98),( 21.86),15.31,( 57.95),7 .08,(42.43)
Clean Max Khanak Private Limited,1.14,7.86,4.56,6.87,1.37,3.00,(0.20),0.74,( 0.16),0.96
Clean Max Bhoomi Private Limited,(7.83),( 53.79),(4.53),(6.82),(45.29),( 99.18),13.26,( 50.17),0 .28,(1.67)
Clean Max Surya Energy Private Limited,(3.20),( 21.95),(6.09),(9.16),(4.49),(9.83),0.63,( 2.40),0 .03,(0.15)
Clean Max Sphere Energy Private Limited,(0.01),(0.05),(0.03),(0.05),(0.03),(0.07),0.02,( 0.07),0 .01,(0.06)
Clean Max Vayu Private Limited,2.35,16.15,(4.27),(6.42),(6.31),( 13.81),3.20,( 12.12),( 0.52),3.11
Clean Max Zeus Private Limited,6.05,41.59,21.16,31.85,(3.70),(8.11),(0.93),3 .53,( 1.26),7.55
Clean Max Maximus Private Limited,(1.52),( 10.45),(28.12),( 42.32),(62.62),( 137.13),18.68,( 70.68),0 .27,(1.64)
Clean Max Kratos Private Limited,0.97,6.69,(4.86),(7.31),(21.68),( 47.47),29.84,( 112.93),1 .03,(6.34)
Yashaswa Power LLP,3.86,26.52,14.25,21.45,15.88,34.77,(2.06),7 .81,0 .03,(0.20)
HET Energy Technology LLP,3.19,21.92,10.12,15.24,13.14,28.78,(2.45),9 .27,0 .03,(0.16)
Clean Max Ame Private Limited,(0.61),(4.22),(0.03),(0.05),(0.09),(0.20),0.02,( 0.08),0 .02,(0.14)
Clean Max Arnav Private Limited,(0.31),(2.13),1.19,1.79,(6.02),( 13.19),6.11,( 23.11),0 .04,(0.24)
Clean Max Astria Private Limited,(0.27),(1.87),2.19,3.29,(2.44),(5.35),4.66,( 17.62),0 .04,(0.23)
Clean Max Balam Private Limited,0.02,0.13,(0.07),(0.10),(2.18),(4.78),0.08,( 0.30),0 .03,(0.15)
Clean Max Decimus Private Limited,0.15,1.06,(0.68),(1.02),(0.42),(0.93),0.03,( 0.11),0 .02,(0.14)
Clean Max Dhruve Private Limited,(0.10),(0.67),(0.09),(0.14),(0.01),(0.02),0.06,( 0.22),0 .04,(0.23)
Clean Max Dhyuthi Private Limited,2.19,15.02,(0.53),(0.80),(4.67),( 10.23),11.50,( 43.51),0 .04,(0.25)
Clean Max Hybrid 2 Power Private Limited,2.24,15.42,(0.64),(0.97),(4.64),( 10.16),10.98,( 41.56),0 .07,(0.41)
Clean Max IPP 4 Power Private Limited,(0.06),(0.40),(0.05),(0.07),(0.05),(0.12),0.03,( 0.10),0 .02,(0.10)
Clean Max Kaze Private Limited,(0.48),(3.33),(0.06),(0.09),(0.11),(0.23),0.03,( 0.10),0 .04,(0.23)
Clean Max Matahari Private Limited,(0.37),(2.56),(0.58),(0.87),(8.03),( 17.58),2.93,( 11.10),0 .04,(0.23)
Clean Max Meridius Private Limited,0.61,4.16,0.52,0.79,(1.44),(3.15),4.97,( 18.81),0 .05,(0.30)
Clean Max Plutus Private Limited,1.09,7.50,2.90,4.36,(0.03),(0.06),2.07,( 7.82),0 .03,(0.15)
Clean Max Power 4 Private Limited,0.41,2.84,0.48,0.73,(2.55),(5.59),5.08,( 19.24),0 .04,(0.26)
Clean Max Rudra Private Limited,(0.17),(1.14),0.24,0.36,(2.17),(4.75),5.02,( 19.01),0 .04,(0.22)
Clean Max Saura Private Limited,1.49,10.23,0.31,0.47,(2.57),(5.62),0.85,( 3.20),0 .03,(0.15)
Clean Max Taiyo Private Limited,0.04,0.30,(2.38),(3.58),(8.46),( 18.52),3.81,( 14.41),0 .02,(0.09)
Clean Max Tav Private Limited,0.76,5.24,0.56,0.85,(2.78),(6.08),3.23,( 12.24),0 .03,(0.17)
Name of the Entity,"For the six months period ended 30th
September, 2025",,"For the six months period ended 30th
September, 2024",,"For the year ended
31st March, 2025",,"For the year ended
31st March, 2024",,"For the year ended
31st March, 2023",
,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),
,"As % of consolidated
total comprehensive
(income)/loss",Amount,"As % of consolidated
total comprehensive
(income)/loss",Amount,"As % of consolidated total
comprehensive
(income)/loss",Amount,"As % of consolidated total
comprehensive
(income)/loss",Amount,"As % of consolidated
total comprehensive
(income)/loss",Amount
Clean Max Thanos Private Limited,(1.34),(9.19),(3.57),(5.37),(5.87),( 12.85),5.75,( 21.76),0 .05,(0.30)
Clean Max Thennal Private Limited,(0.63),(4.36),(1.00),(1.50),(2.43),(5.32),1.74,( 6.57),0 .03,(0.16)
Gadag Power India Private Limited,0.63,4.35,(0.23),(0.34),1.40,3.06,0.38,( 1.44),0 .01,(0.07)
Clean Max Theia Private Limited,(5.27),( 36.23),32.19,48.45,(11.58),( 25.35),20.88,( 79.02),0 .15,(0.88)
Clean Max Solaris Private Limited,(0.03),(0.22),0.10,0.15,0.53,1.15,0.92,( 3.46),-,-
Clean Max Uranus Private Limited,0.79,5.43,5.01,7.54,(6.26),( 13.70),(0.21),0 .80,-,-
Clean Max Uno Private Limited,(0.09),(0.63),(0.27),(0.41),(0.52),(1.13),0.05,( 0.17),-,-
Hem Urja LLP,(0.30),(2.05),2.42,3.64,4.20,9.20,4.10,( 15.52),-,(0.02)
Clean Max Ajanta Private Limited,(0.02),(0.16),-,-,(0.03),(0.07),-,-,-,-
Clean Max Alps Private Limited,(0.01),(0.10),-,-,(0.03),(0.06),-,-,-,-
Clean Max Andes Private Limited,(0.26),(1.76),-,-,(0.11),(0.24),-,-,-,-
Clean Max Centaurus Private Limited,(0.41),(2.79),-,-,(0.03),(0.06),-,-,-,-
Clean Max Denali Private Limited,(0.01),(0.07),-,-,(0.31),(0.68),-,-,-,-
Clean Max Draco Private Limited,(0.10),(0.67),-,-,(0.03),(0.07),-,-,-,-
Clean Max Everest Private Limited,(0.01),(0.06),-,-,(0.32),(0.69),-,-,-,-
Clean Max Everglades Private Limited,(0.04),(0.25),-,-,(0.11),(0.23),-,-,-,-
Clean Max Ganga Private Limited,(0.15),(1.04),-,-,(0.03),(0.06),-,-,-,-
Clean Max Godavari Private Limited,(0.16),(1.08),-,-,(0.19),(0.42),-,-,-,-
Clean Max Hydra Private Limited,(0.07),(0.47),-,-,(0.03),(0.07),-,-,-,-
Clean Max Indus Private Limited,(0.02),(0.17),-,-,(0.06),(0.13),-,-,-,-
Clean Max Kanha Private Limited,(0.06),(0.44),-,-,(0.03),(0.06),-,-,-,-
Clean Max Kaveri Private Limited,-,-,-,-,(0.05),(0.11),-,-,-,-
Clean Max Kaziranga Private Limited,(0.01),(0.04),-,-,(0.03),(0.07),-,-,-,-
Clean Max Leo Private Limited,(0.03),(0.20),-,-,(0.07),(0.16),-,-,-,-
Clean Max Nirvaan Private Limited,(0.04),(0.26),(0.04),(0.06),(0.19),(0.41),-,-,-,-
Clean Max Narmada Private Limited,(0.09),(0.60),-,-,(0.05),(0.10),-,-,-,-
Clean Max Nile Private Limited,(0.11),(0.77),-,-,(0.03),(0.06),-,-,-,-
Clean Max Olympus Private Limited,(0.01),(0.06),-,-,(0.37),(0.82),-,-,-,-
Clean Max Periyar Private Limited,(0.01),(0.04),-,-,(0.03),(0.07),-,-,-,-
Clean Max Sundarban Private Limited,-,(0.01),-,-,(0.03),(0.06),-,-,-,-
Clean Max Tadoba Private Limited,(0.10),(0.67),-,-,(0.03),(0.07),-,-,-,-
Clean Max Taurus Private Limited,(0.05),(0.33),-,-,(0.03),(0.07),-,-,-,-
Clean Max Yamuna Private Limited,(0.30),(2.06),-,-,(0.01),(0.03),-,-,-,-
Clean Max YellowStone Private Limited,(0.21),(1.42),-,-,(0.19),(0.42),-,-,-,-
Clean Max Bryce Private Limited,(0.48),(3.32),(0.04),(0.06),(0.20),(0.44),-,-,-,-
Clean Max Galapagos Private Limited,(0.06),(0.43),(0.05),(0.08),(0.18),(0.39),-,-,-,-
Clean Max Teton Private Limited,(1.25),(8.61),(0.04),(0.06),(0.06),(0.14),-,-,-,-
Clean Max Urjit LLP,0.17,1.18,(0.08),(0.12),(0.51),(1.11),-,-,-,-
Clean Max Ekaiva Private Limited,(0.06),(0.44),(0.07),(0.10),(0.11),(0.24),-,-,-,-
Jagalur Green Energy Power Supply Private Limited,(0.01),(0.06),(0.17),(0.25),(0.22),(0.49),-,-,-,-
Clean Max Jasper Private Limited,(0.17),(1.17),(0.09),(0.13),(0.13),(0.29),-,-,-,-
Clean Max Anchorage Private Limited,1.04,7.12,(0.09),(0.13),(0.13),(0.28),-,-,-,-
Clean Max Kenai Private Limited,(0.01),(0.04),(0.09),(0.13),(0.08),(0.17),-,-,-,-
Clean Max Yosemite Private Limited,2.03,13.98,(0.07),(0.11),(0.11),(0.25),-,-,-,-
Clean Max Prapati Private limited,(0.05),(0.35),(0.09),(0.13),(0.12),(0.27),-,-,-,-
Clean Max Serengeti Private Limited,(0.58),(3.97),(0.09),(0.13),(0.30),(0.66),-,-,-,-
Clean Max Zion Private limited,0.10,0.71,(0.09),(0.13),(1.76),(3.86),-,-,-,-
Clean Max Patagonia Private limited,(1.17),(8.06),(0.09),(0.13),(0.32),(0.71),-,-,-,-
Surya Energy Photo Voltaic India Private Limited,(0.07),(0.48),-,-,78.47,171.85,-,-,-,-
VEH Green Energy Private Limited,(0.25),(1.73),-,-,(0.42),(0.93),-,-,-,-
Clean Max Nevada Private Limited,(0.04),(0.30),-,-,-,-,-,-,-,-
Clean Max Tasman Private Limited,0.10,0.67,-,-,-,-,-,-,-,-
Clean Max Banff Private Limited,(0.15),(1.01),-,-,-,-,-,-,-,-
Clean Max Kruger Private Limited,(0.03),(0.22),-,-,-,-,-,-,-,-
Clean Max Pacific Private Limited,(0.01),(0.10),-,-,-,-,-,-,-,-
Clean Max Polar Private Limited,(0.01),(0.06),-,-,-,-,-,-,-,-
Clean Max Sierra Private Limited,(0.01),(0.10),-,-,-,-,-,-,-,-
Clean Max Solomon Private Limited,(0.01),(0.05),-,-,-,-,-,-,-,-
Clean Max Atlantic Private Limited,(0.01),(0.10),-,-,-,-,-,-,-,-
Clean Max Tahoe Private Limited,(0.10),(0.66),-,-,-,-,-,-,-,-
Clean Max Albatross Private Limited,(0.01),(0.07),-,-,-,-,-,-,-,-
Clean Max Solstice Private Limited,(0.10),(0.72),-,-,-,-,-,-,-,-
Clean Max Karakoram Private Limited,(0.01),(0.06),-,-,-,-,-,-,-,-
Name of the Entity,"For the six months period ended 30th
September, 2025",,"For the six months period ended 30th
September, 2024",,"For the year ended
31st March, 2025",,"For the year ended
31st March, 2024",,"For the year ended
31st March, 2023",
,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),,Total Comprehensive income/(loss),
,"As % of consolidated
total comprehensive
(income)/loss",Amount,"As % of consolidated
total comprehensive
(income)/loss",Amount,"As % of consolidated total
comprehensive
(income)/loss",Amount,"As % of consolidated total
comprehensive
(income)/loss",Amount,"As % of consolidated
total comprehensive
(income)/loss",Amount
Clean Max Adriatic Private Limited,(0.01),(0.05),-,-,-,-,-,-,-,-
Clean Max Arctic Private Limited,(0.01),(0.10),-,-,-,-,-,-,-,-
Clean Max Amalfi Private Limited,(0.01),(0.10),-,-,-,-,-,-,-,-
Clean Max Petra Private Limited,(0.08),(0.57),-,-,-,-,-,-,-,-
Clean Max Kilimanjaro Private Limited,(0.01),(0.10),-,-,-,-,-,-,-,-
Clean Max Fuji Private Limited,(0.01),(0.10),-,-,-,-,-,-,-,-
Clean Max Iguazu Private Limited,(0.01),(0.10),-,-,-,-,-,-,-,-
Clean Max Azores Private Limited,(0.10),(0.67),-,-,-,-,-,-,-,-
Clean Max Lapland Private Limited,(0.01),(0.04),-,-,-,-,-,-,-,-
Clean Max Louise Private Limited,(0.01),(0.05),-,-,-,-,-,-,-,-
Clean Max Como Private Limited,(0.01),(0.05),-,-,-,-,-,-,-,-
Clean Max Laguna Private Limited,(0.01),(0.05),-,-,-,-,-,-,-,-
Clean Max Peyto Private Limited,(0.10),(0.67),-,-,-,-,-,-,-,-
Clean Max Moraine Private Limited,(0.01),(0.05),-,-,-,-,-,-,-,-
Clean Max Emerald Private Limited,(0.01),(0.06),-,-,-,-,-,-,-,-
Clean Max Victoria Private Limited,(0.01),(0.06),-,-,-,-,-,-,-,-
Clean Max Ahar Private Limited,(0.01),(0.07),-,-,-,-,-,-,-,-
Clean Max Aranyam Private Limited,(0.01),(0.07),-,-,-,-,-,-,-,-
Clean Max Hana Private Limited,(0.01),(0.05),-,-,-,-,-,-,-,-
(II) (b) Foreign subsidiaries:,,,,,,,,,,
Cleanmax Solar Mena FZCO (Consolidated)*,4.81,33.05,23.82,35.86,116.05,254.16,23.32,( 88.23),4 4.65,( 267.44)
(III) Indian joint venture:,,,,,,,,,,
Cleanmax Harsha Solar LLP,0.63,4.33,1.01,1.52,-,-,(1.28),4.86,( 0.42),2.52
(IV) Foreign associate:,,,,,,,,,,
"Clean Max Alpha LeaseCo FZCO (upto 30th September, 2024)",-,-,17.39,26.18,11.95,26.18,(1.99),7.52,( 2.84),17.01
(V) Foreign joint venture:,,,,,,,,,,
"Kanoo Cleanmax Renewables Asset Co W.L.L (w.e.f. 11th September,
2022)**",1.29,8.89,1.97,2.96,1.94,4.24,(0.18),0.67,-,-
"Kanoo Cleanmax Renewables W.L.L (w.e.f. 4th November, 2024)",3.27,22.47,-,-,20.59,45.10,-,-,-,-
(VI) Adjustments arising out of consolidation,(552.56),"( 3,796.09)",(796.20),"( 1,198.54)","(1,664.75)","( 3,645.87)",8 08.85,"( 3,060.56)",3 41.49,"( 2,045.62)"
Total comprehensive income,100.00,687.00,100.00,150.52,100.00,219.00,1 00.00,(378.41),1 00.00,(599.01)
